term,position
Hal ,2981545
Hal ,2982627
Hal ,2982795
Hal ,2983548
Hal ,2983631
Hal ,2984070
Hal ,2984913
Hal ,2985159
Hal ,2985297
Hal ,2987515
Hal ,2991568
Hal ,2991783
Hal ,2993933
Hal ,2993945
Hal ,2996464
Hal ,3007109
Hal ,3007237
Hal ,3012557
Hal ,3012653
Hal ,3012815
Hal ,3019329
Hal ,3019844
Hal ,3019943
Hal ,3022670
Hal ,3026673
Hal ,3034188
Hal ,3035611
Hal ,3036425
Hal ,3036524
Hal ,3036764
Hal ,3037177
Hal ,3038359
Hal ,3039602
Hal ,3041259
Hal ,3041321
Hal ,3043140
Hal ,3051703
Hal ,3051789
Hal ,3056129
Hal ,3056199
Hal ,3057174
Hal ,3060975
Hal ,3062764
Hal ,3063037
Hal ,3063509
Hal ,3064524
Hal ,3064994
Hal ,3065368
Hal ,3065874
Hal ,3066205
Hal ,3066776
Hal ,3067318
Hal ,3069767
Hal ,3070446
Hal ,3073776
Hal ,3080643
Hal ,3088965
Hal ,3090758
Hal ,3090820
Hal ,3092554
Hal ,3108554
Hal ,3108992
Hal ,3110694
Hal ,3114601
Hal ,3142256
Hal ,3142861
Hal ,3145837
Hal ,3157785
Hal ,3158411
Hal ,3162293
Hal ,3162923
Hal ,3167037
Hal ,3167068
Hal ,3174112
Hal ,3198080
Hal ,3198705
Hal ,3203487
Hal ,3203639
Hal ,3204885
Hal ,3211478
Hal ,3211823
Mario ,81904
Mario ,81953
Mario ,82200
Mario ,82728
Mario ,83161
Mario ,83210
Mario ,103190
Mario ,103861
Mario ,104668
Mario ,105449
Mario ,105796
Mario ,108144
Mario ,129948
Mario ,133720
Mario ,144474
Mario ,216451
Mario ,216695
Mario ,217132
Mario ,217382
Mario ,217452
Mario ,217712
Mario ,217738
Mario ,218909
Mario ,220759
Mario ,221153
Mario ,224512
Mario ,224720
Mario ,225353
Mario ,225917
Mario ,227170
Mario ,227337
Mario ,227639
Mario ,227844
Mario ,227982
Mario ,228715
Mario ,229716
Mario ,230094
Mario ,230389
Mario ,230648
Mario ,230700
Mario ,230970
Mario ,231279
Mario ,231814
Mario ,277543
Mario ,331123
Mario ,331838
Mario ,331992
Mario ,332084
Mario ,332462
Mario ,333129
Mario ,333911
Mario ,334563
Mario ,334778
Mario ,335402
Mario ,336146
Mario ,336334
Mario ,336675
Mario ,336968
Mario ,337118
Mario ,337508
Mario ,337658
Mario ,337792
Mario ,337993
Mario ,338855
Mario ,339977
Mario ,340134
Mario ,341654
Mario ,341940
Mario ,342166
Mario ,342241
Mario ,343081
Mario ,343231
Mario ,344567
Mario ,344657
Mario ,344841
Mario ,345052
Mario ,345248
Mario ,345329
Mario ,345509
Mario ,345761
Mario ,345850
Mario ,345963
Mario ,346315
Mario ,346639
Mario ,420445
Mario ,420778
Mario ,420872
Mario ,421109
Mario ,422740
Mario ,423893
Mario ,424196
Mario ,424246
Mario ,426054
Mario ,427414
Mario ,427607
Mario ,427800
Mario ,427870
Mario ,428291
Mario ,428367
Mario ,430047
Mario ,430167
Mario ,430238
Mario ,430500
Mario ,430608
Mario ,473976
Mario ,477303
Mario ,478557
Mario ,478661
Mario ,512919
Mario ,527551
Mario ,528659
Mario ,529097
Mario ,529713
Mario ,530969
Mario ,532995
Mario ,533147
Mario ,533412
Mario ,533558
Mario ,533619
Mario ,533775
Mario ,534102
Mario ,534605
Mario ,535097
Mario ,535555
Mario ,535910
Mario ,536130
Mario ,536622
Mario ,538164
Mario ,540856
Mario ,540991
Mario ,541320
Mario ,541654
Mario ,541756
Mario ,542022
Mario ,602569
Mario ,609139
Mario ,610264
Mario ,611486
Mario ,617061
Mario ,617625
Mario ,692381
Mario ,700092
Mario ,701117
Mario ,703605
Mario ,704073
Mario ,704127
Mario ,743075
Mario ,747277
Mario ,747585
Mario ,747983
Mario ,748359
Mario ,754872
Mario ,798939
Mario ,799010
Mario ,801961
Mario ,812095
Mario ,812428
Mario ,846813
Mario ,893173
Mario ,893689
Mario ,894125
Mario ,894421
Mario ,895372
Mario ,895455
Mario ,895705
Mario ,896040
Mario ,896795
Mario ,897170
Mario ,897365
Mario ,897700
Mario ,898797
Mario ,898925
Mario ,899216
Mario ,900470
Mario ,901057
Mario ,901427
Mario ,901663
Mario ,901752
Mario ,901931
Mario ,902104
Mario ,902811
Mario ,902962
Mario ,903376
Mario ,903823
Mario ,904074
Mario ,904443
Mario ,904712
Mario ,904829
Mario ,904869
Mario ,905109
Mario ,905384
Mario ,905534
Mario ,905870
Mario ,906245
Mario ,906495
Mario ,906966
Mario ,907279
Mario ,907413
Mario ,947658
Mario ,1085286
Mario ,1095705
Mario ,1095819
Mario ,1096492
Mario ,1096716
Mario ,1097181
Mario ,1097405
Mario ,1099052
Mario ,1099371
Mario ,1099575
Mario ,1099919
Mario ,1100141
Mario ,1100384
Mario ,1101435
Mario ,1103569
Mario ,1108627
Mario ,1110312
Mario ,1110335
Mario ,1111635
Mario ,1113807
Mario ,1119602
Mario ,1128117
Mario ,1129597
Mario ,1129651
Mario ,1129972
Mario ,1130495
Mario ,1142847
Mario ,1150000
Mario ,1150289
Mario ,1154094
Mario ,1180453
Mario ,1180954
Mario ,1182235
Mario ,1183336
Mario ,1184798
Mario ,1241187
Mario ,1242061
Mario ,1244864
Mario ,1245208
Mario ,1245944
Mario ,1246386
Mario ,1247010
Mario ,1248531
Mario ,1249527
Mario ,1249635
Mario ,1249744
Mario ,1249993
Mario ,1250520
Mario ,1262610
Mario ,1267049
Mario ,1296819
Mario ,1296904
Mario ,1297677
Mario ,1297852
Mario ,1297870
Mario ,1298047
Mario ,1306016
Mario ,1306328
Mario ,1329903
Mario ,1480905
Mario ,1492605
Mario ,1496726
Mario ,1514725
Mario ,1643142
Mario ,1644837
Mario ,1644890
Mario ,1644974
Mario ,1645615
Mario ,1702677
Mario ,1703605
Mario ,1704416
Mario ,1704997
Mario ,1705521
Mario ,1705712
Mario ,1705844
Mario ,1706021
Mario ,1706199
Mario ,1706349
Mario ,1707676
Mario ,1707742
Mario ,1708034
Mario ,1708430
Mario ,1709345
Mario ,1709490
Mario ,1709900
Mario ,1710381
Mario ,1710457
Mario ,1711203
Mario ,1711583
Mario ,1711981
Mario ,1712190
Mario ,1712233
Mario ,1712424
Mario ,1712651
Mario ,1713082
Mario ,1713272
Mario ,1713508
Mario ,1713809
Mario ,1713886
Mario ,1731154
Mario ,1799074
Mario ,1828926
Mario ,1845917
Mario ,1885064
Mario ,1885204
Mario ,1890424
Mario ,1982489
Mario ,1982602
Mario ,2017104
Mario ,2017405
Mario ,2017438
Mario ,2144688
Mario ,2144902
Mario ,2145086
Mario ,2148254
Mario ,2148746
Mario ,2148963
Mario ,2151235
Mario ,2152989
Mario ,2153231
Mario ,2153756
Mario ,2153877
Mario ,2154303
Mario ,2156129
Mario ,2178776
Mario ,2178869
Mario ,2179516
Mario ,2180609
Mario ,2181562
Mario ,2181935
Mario ,2182051
Mario ,2182359
Mario ,2183797
Mario ,2184026
Mario ,2184193
Mario ,2184376
Mario ,2185278
Mario ,2185404
Mario ,2185573
Mario ,2185583
Mario ,2185851
Mario ,2186002
Mario ,2186180
Mario ,2186748
Mario ,2187139
Mario ,2187581
Mario ,2188211
Mario ,2188228
Mario ,2188362
Mario ,2188380
Mario ,2188431
Mario ,2188448
Mario ,2188785
Mario ,2189053
Mario ,2189410
Mario ,2189578
Mario ,2189720
Mario ,2189966
Mario ,2190570
Mario ,2191385
Mario ,2191453
Mario ,2191508
Mario ,2191782
Mario ,2191987
Mario ,2192403
Mario ,2192533
Mario ,2192733
Mario ,2192839
Mario ,2193103
Mario ,2193497
Mario ,2193580
Mario ,2193734
Mario ,2193936
Mario ,2193950
Mario ,2194597
Mario ,2194956
Mario ,2196090
Mario ,2197280
Mario ,2197580
Mario ,2197680
Mario ,2198081
Mario ,2199494
Mario ,2200061
Mario ,2200249
Mario ,2200486
Mario ,2201654
Mario ,2202924
Mario ,2203634
Mario ,2203834
Mario ,2203866
Mario ,2204026
Mario ,2204287
Mario ,2205863
Mario ,2206265
Mario ,2206812
Mario ,2208221
Mario ,2208251
Mario ,2209537
Mario ,2209713
Mario ,2210077
Mario ,2210277
Mario ,2211138
Mario ,2211241
Mario ,2211677
Mario ,2212230
Mario ,2214064
Mario ,2215512
Mario ,2215623
Mario ,2217049
Mario ,2217725
Mario ,2250337
Mario ,2253647
Mario ,2254274
Mario ,2458182
Mario ,2458422
Mario ,2458895
Mario ,2460137
Mario ,2461589
Mario ,2465465
Mario ,2466232
Mario ,2466881
Mario ,2502912
Mario ,2515966
Mario ,2516033
Mario ,2585927
Mario ,2588321
Mario ,2595301
Mario ,2597326
Mario ,2602054
Mario ,2602100
Mario ,2602462
Mario ,2602556
Mario ,2602904
Mario ,2619856
Mario ,2626756
Mario ,2720545
Mario ,2720600
Mario ,2720855
Mario ,2721272
Mario ,2721638
Mario ,2722161
Mario ,2722753
Mario ,2722829
Mario ,2723086
Mario ,2723514
Mario ,2723884
Mario ,2724296
Mario ,2725102
Mario ,2725186
Mario ,2725534
Mario ,2725716
Mario ,2726931
Mario ,2727174
Mario ,2727538
Mario ,2727935
Mario ,2729492
Mario ,2730661
Mario ,2736497
Mario ,2745551
Mario ,2745802
Mario ,2746133
Mario ,2747437
Mario ,2748736
Mario ,2750673
Mario ,2752831
Mario ,2754051
Mario ,2755815
Mario ,2755987
Mario ,2756895
Mario ,2757274
Mario ,2758353
Mario ,2758732
Mario ,2766356
Mario ,2767817
Mario ,2768003
Mario ,2768822
Mario ,2809428
Mario ,2809690
Mario ,2809890
Mario ,2810211
Mario ,2842041
Mario ,2842320
Mario ,2842605
Mario ,2848928
Mario ,2894692
Mario ,2901842
Mario ,2906860
Mario ,2919989
Mario ,2920168
Mario ,2923556
Mario ,2924294
Mario ,2924869
Mario ,2924935
Mario ,2925397
Mario ,2927068
Mario ,2927167
Mario ,2927226
Mario ,2927645
Mario ,2927652
Mario ,2927720
Mario ,2929558
Mario ,2988725
Mario ,2988999
Mario ,2989140
Mario ,2989568
Mario ,2989774
Mario ,2990002
Mario ,2990337
Mario ,2990510
Mario ,3007277
Mario ,3012893
Mario ,3016016
Mario ,3017340
Mario ,3021678
Mario ,3022874
Mario ,3023550
Mario ,3024567
Mario ,3025461
Mario ,3026044
Mario ,3035169
Mario ,3035786
Mario ,3036532
Mario ,3056646
Mario ,3056656
Mario ,3056738
Mario ,3056754
Mario ,3056936
Mario ,3070265
Mario ,3070336
Mario ,3073378
Mario ,3073638
Mario ,3073853
Mario ,3074032
Mario ,3088955
Mario ,3090766
Mario ,3090828
Mario ,3092691
Mario ,3150262
Mario ,3150304
Mario ,3150516
Mario ,3150686
CT ,108302
CT ,122884
CT ,145100
CT ,202613
CT ,203188
CT ,383452
CT ,386884
CT ,387335
CT ,392005
CT ,396824
CT ,398637
CT ,398703
CT ,398948
CT ,479749
CT ,480181
CT ,492099
CT ,492218
CT ,504804
CT ,584654
CT ,1132339
CT ,1133380
CT ,1134879
CT ,1134997
CT ,1153151
CT ,1170568
CT ,1170614
CT ,1172345
CT ,1213861
CT ,1295919
CT ,1371463
CT ,1385181
CT ,1482423
CT ,1626453
CT ,1661028
CT ,1816664
CT ,2075600
CT ,2218409
CT ,2332174
CT ,2332303
CT ,2400228
CT ,2400235
CT ,2531489
CT ,2531516
CT ,2845800
CT ,2853689
CT ,2858621
CT ,2858628
CT ,2859718
CT ,2860554
CT ,2862087
CT ,2862094
CT ,2862105
CT ,2863582
CT ,2863589
CT ,2863600
CT ,2864951
CT ,2864958
CT ,2864969
CT ,2866511
CT ,2866518
CT ,2866529
CT ,2867107
CT ,2867114
CT ,2867125
CT ,2880845
CT ,2908645
Schtitt  ,19427
Schtitt  ,138055
Schtitt  ,144626
Schtitt  ,214958
Schtitt  ,215004
Schtitt  ,215369
Schtitt  ,216083
Schtitt  ,216147
Schtitt  ,216826
Schtitt  ,216893
Schtitt  ,217148
Schtitt  ,217413
Schtitt  ,217697
Schtitt  ,218304
Schtitt  ,218964
Schtitt  ,219060
Schtitt  ,219737
Schtitt  ,221363
Schtitt  ,221637
Schtitt  ,221811
Schtitt  ,222153
Schtitt  ,222680
Schtitt  ,224584
Schtitt  ,225146
Schtitt  ,225419
Schtitt  ,226282
Schtitt  ,227141
Schtitt  ,227684
Schtitt  ,227964
Schtitt  ,229885
Schtitt  ,229976
Schtitt  ,230259
Schtitt  ,230884
Schtitt  ,231202
Schtitt  ,231948
Schtitt  ,278939
Schtitt  ,286015
Schtitt  ,286313
Schtitt  ,286468
Schtitt  ,298626
Schtitt  ,423194
Schtitt  ,425751
Schtitt  ,429117
Schtitt  ,474911
Schtitt  ,525457
Schtitt  ,612118
Schtitt  ,613461
Schtitt  ,714951
Schtitt  ,715729
Schtitt  ,720161
Schtitt  ,729815
Schtitt  ,733115
Schtitt  ,737818
Schtitt  ,744851
Schtitt  ,746221
Schtitt  ,757611
Schtitt  ,758167
Schtitt  ,797628
Schtitt  ,799800
Schtitt  ,806117
Schtitt  ,820346
Schtitt  ,834560
Schtitt  ,834953
Schtitt  ,835180
Schtitt  ,835427
Schtitt  ,835923
Schtitt  ,836023
Schtitt  ,876050
Schtitt  ,904259
Schtitt  ,923537
Schtitt  ,947486
Schtitt  ,952349
Schtitt  ,1178782
Schtitt  ,1243266
Schtitt  ,1250863
Schtitt  ,1304925
Schtitt  ,1305740
Schtitt  ,1305856
Schtitt  ,1310317
Schtitt  ,1310739
Schtitt  ,1314508
Schtitt  ,1316347
Schtitt  ,1317487
Schtitt  ,1318001
Schtitt  ,1321642
Schtitt  ,1321976
Schtitt  ,1322766
Schtitt  ,1325760
Schtitt  ,1326194
Schtitt  ,1327597
Schtitt  ,1328846
Schtitt  ,1330494
Schtitt  ,1331405
Schtitt  ,1489197
Schtitt  ,1489402
Schtitt  ,1520825
Schtitt  ,1526035
Schtitt  ,1815173
Schtitt  ,1821406
Schtitt  ,1840112
Schtitt  ,1883646
Schtitt  ,1885052
Schtitt  ,1885850
Schtitt  ,1889959
Schtitt  ,1898093
Schtitt  ,1911901
Schtitt  ,1927938
Schtitt  ,1955943
Schtitt  ,1960230
Schtitt  ,1961192
Schtitt  ,1962378
Schtitt  ,1973596
Schtitt  ,2017092
Schtitt  ,2017304
Schtitt  ,2181179
Schtitt  ,2181419
Schtitt  ,2181973
Schtitt  ,2182323
Schtitt  ,2205592
Schtitt  ,2743822
Schtitt  ,2760476
Schtitt  ,2762753
Schtitt  ,2795590
Schtitt  ,2901265
Schtitt  ,2908412
Schtitt  ,2918117
Schtitt  ,2939999
Schtitt  ,2940903
Schtitt  ,2942905
Schtitt  ,3011087
Schtitt  ,3011371
Schtitt  ,3012723
Schtitt  ,3034480
Schtitt  ,3114815
Himself ,37895
Himself ,73277
Himself ,73995
Himself ,74108
Himself ,74139
Himself ,74169
Himself ,74493
Himself ,79496
Himself ,105089
Himself ,106196
Himself ,106439
Himself ,107178
Himself ,116163
Himself ,119619
Himself ,276758
Himself ,423466
Himself ,459213
Himself ,481279
Himself ,483131
Himself ,484016
Himself ,486652
Himself ,489461
Himself ,674951
Himself ,696947
Himself ,699111
Himself ,699197
Himself ,699222
Himself ,699240
Himself ,699271
Himself ,699312
Himself ,703282
Himself ,703413
Himself ,703422
Himself ,703514
Himself ,704208
Himself ,711314
Himself ,711369
Himself ,713118
Himself ,713495
Himself ,713607
Himself ,717047
Himself ,717329
Himself ,717376
Himself ,720518
Himself ,721491
Himself ,723809
Himself ,804154
Himself ,806105
Himself ,806812
Himself ,808580
Himself ,808899
Himself ,813150
Himself ,813330
Himself ,845666
Himself ,845981
Himself ,846384
Himself ,846639
Himself ,846801
Himself ,847732
Himself ,848276
Himself ,899578
Himself ,900840
Himself ,901324
Himself ,1084917
Himself ,1095767
Himself ,1096834
Himself ,1097046
Himself ,1142951
Himself ,1145121
Himself ,1149988
Himself ,1153730
Himself ,1181475
Himself ,1183137
Himself ,1246594
Himself ,1249489
Himself ,1249710
Himself ,1249865
Himself ,1476024
Himself ,1493073
Himself ,1512579
Himself ,1513403
Himself ,1799479
Himself ,1835175
Himself ,1975764
Himself ,1976472
Himself ,1981186
Himself ,1982988
Himself ,1983316
Himself ,1999291
Himself ,2024016
Himself ,2024508
Himself ,2025079
Himself ,2025502
Himself ,2026087
Himself ,2026245
Himself ,2026472
Himself ,2032765
Himself ,2033233
Himself ,2033425
Himself ,2033755
Himself ,2124441
Himself ,2124658
Himself ,2127458
Himself ,2132897
Himself ,2133013
Himself ,2133845
Himself ,2134067
Himself ,2135729
Himself ,2136756
Himself ,2143545
Himself ,2144070
Himself ,2145657
Himself ,2145869
Himself ,2151496
Himself ,2202225
Himself ,2202234
Himself ,2210044
Himself ,2219925
Himself ,2220019
Himself ,2220458
Himself ,2253876
Himself ,2253918
Himself ,2254205
Himself ,2254229
Himself ,2257408
Himself ,2463678
Himself ,2515353
Himself ,2525858
Himself ,2526118
Himself ,2526403
Himself ,2526507
Himself ,2526769
Himself ,2591580
Himself ,2591911
Himself ,2592498
Himself ,2592700
Himself ,2593194
Himself ,2595151
Himself ,2595320
Himself ,2595517
Himself ,2595568
Himself ,2595579
Himself ,2599864
Himself ,2602500
Himself ,2621276
Himself ,2621312
Himself ,2627293
Himself ,2629640
Himself ,2629690
Himself ,2630971
Himself ,2720577
Himself ,2721509
Himself ,2727774
Himself ,2727793
Himself ,2728081
Himself ,2728366
Himself ,2728603
Himself ,2728706
Himself ,2729031
Himself ,2729424
Himself ,2729615
Himself ,2730026
Himself ,2730320
Himself ,2730470
Himself ,2730878
Himself ,2731329
Himself ,2732151
Himself ,2735069
Himself ,2736992
Himself ,2737306
Himself ,2737384
Himself ,2737622
Himself ,2744265
Himself ,2744525
Himself ,2744704
Himself ,2745702
Himself ,2748252
Himself ,2748519
Himself ,2748901
Himself ,2750383
Himself ,2751664
Himself ,2752273
Himself ,2752426
Himself ,2755176
Himself ,2757219
Himself ,2757995
Himself ,2758923
Himself ,2760596
Himself ,2761817
Himself ,2762707
Himself ,2763113
Himself ,2763152
Himself ,2763240
Himself ,2763333
Himself ,2763381
Himself ,2763545
Himself ,2763697
Himself ,2763825
Himself ,2763987
Himself ,2764030
Himself ,2764467
Himself ,2764769
Himself ,2765521
Himself ,2765677
Himself ,2765750
Himself ,2765918
Himself ,2765954
Himself ,2767856
Himself ,2768153
Himself ,2768296
Himself ,2768913
Himself ,2769572
Himself ,2770129
Himself ,2944229
Himself ,2944266
Himself ,2947343
Himself ,2947580
Himself ,2950974
Himself ,2958076
Himself ,2959331
Himself ,2988619
Himself ,3005255
Himself ,3005420
Himself ,3007039
Himself ,3007137
Himself ,3007193
Himself ,3007253
Himself ,3009437
Himself ,3009846
Himself ,3020879
Himself ,3021072
Himself ,3022740
Himself ,3023577
Himself ,3024650
Himself ,3049531
Himself ,3110751
Himself ,3110804
Himself ,3150272
Himself ,3150324
Himself ,3150596
Himself ,3150729
Himself ,3161145
Himself ,3190265
Joelle ,617954
Joelle ,618570
Joelle ,619061
Joelle ,620357
Joelle ,620469
Joelle ,621358
Joelle ,622160
Joelle ,625320
Joelle ,625876
Joelle ,626464
Joelle ,630268
Joelle ,631960
Joelle ,633538
Joelle ,634189
Joelle ,634953
Joelle ,635316
Joelle ,636344
Joelle ,638485
Joelle ,638567
Joelle ,640191
Joelle ,642188
Joelle ,642407
Joelle ,642655
Joelle ,643101
Joelle ,643314
Joelle ,643423
Joelle ,643627
Joelle ,643674
Joelle ,643831
Joelle ,644028
Joelle ,644245
Joelle ,644626
Joelle ,644907
Joelle ,645034
Joelle ,645169
Joelle ,646337
Joelle ,647328
Joelle ,648016
Joelle ,649636
Joelle ,649874
Joelle ,650132
Joelle ,650171
Joelle ,652300
Joelle ,652360
Joelle ,652492
Joelle ,660934
Joelle ,661230
Joelle ,662153
Joelle ,663191
Joelle ,663612
Joelle ,663759
Joelle ,665793
Joelle ,666661
Joelle ,666986
Joelle ,667133
Joelle ,669221
Joelle ,670548
Joelle ,670748
Joelle ,671739
Joelle ,673192
Joelle ,674061
Joelle ,675934
Joelle ,677569
Joelle ,679883
Joelle ,699304
Joelle ,699324
Joelle ,703199
Joelle ,703402
Joelle ,704665
Joelle ,711342
Joelle ,830956
Joelle ,839818
Joelle ,840252
Joelle ,842810
Joelle ,843075
Joelle ,843377
Joelle ,843691
Joelle ,843807
Joelle ,844115
Joelle ,844989
Joelle ,846053
Joelle ,846302
Joelle ,846537
Joelle ,847177
Joelle ,848060
Joelle ,848178
Joelle ,848343
Joelle ,848615
Joelle ,849040
Joelle ,849154
Joelle ,849910
Joelle ,850044
Joelle ,850178
Joelle ,850402
Joelle ,850931
Joelle ,852165
Joelle ,853569
Joelle ,1042613
Joelle ,1042626
Joelle ,1048666
Joelle ,1049787
Joelle ,1049954
Joelle ,1050033
Joelle ,1052381
Joelle ,1054436
Joelle ,1055571
Joelle ,1055817
Joelle ,1056960
Joelle ,1069458
Joelle ,1070131
Joelle ,1085300
Joelle ,1086769
Joelle ,1371731
Joelle ,1372312
Joelle ,1466190
Joelle ,1538425
Joelle ,1539513
Joelle ,1541684
Joelle ,1542210
Joelle ,1627402
Joelle ,1628374
Joelle ,1759014
Joelle ,1764403
Joelle ,1765929
Joelle ,1777531
Joelle ,1778720
Joelle ,1781815
Joelle ,1782059
Joelle ,1782568
Joelle ,1783065
Joelle ,1783327
Joelle ,1784188
Joelle ,1785793
Joelle ,1786704
Joelle ,1787871
Joelle ,1788005
Joelle ,1788371
Joelle ,1789308
Joelle ,1789396
Joelle ,1790136
Joelle ,1790480
Joelle ,1791347
Joelle ,1791410
Joelle ,2011413
Joelle ,2034935
Joelle ,2035325
Joelle ,2035834
Joelle ,2036100
Joelle ,2037353
Joelle ,2037633
Joelle ,2037859
Joelle ,2045360
Joelle ,2045801
Joelle ,2046107
Joelle ,2085502
Joelle ,2086048
Joelle ,2086402
Joelle ,2088532
Joelle ,2121594
Joelle ,2122411
Joelle ,2122437
Joelle ,2123161
Joelle ,2124333
Joelle ,2124726
Joelle ,2125022
Joelle ,2125368
Joelle ,2125786
Joelle ,2126049
Joelle ,2126173
Joelle ,2126249
Joelle ,2126571
Joelle ,2127140
Joelle ,2127786
Joelle ,2127963
Joelle ,2128205
Joelle ,2128726
Joelle ,2128934
Joelle ,2129662
Joelle ,2130067
Joelle ,2131147
Joelle ,2133054
Joelle ,2133671
Joelle ,2134383
Joelle ,2134675
Joelle ,2135606
Joelle ,2136292
Joelle ,2137510
Joelle ,2138553
Joelle ,2139747
Joelle ,2141097
Joelle ,2142086
Joelle ,2142634
Joelle ,2143443
Joelle ,2143685
Joelle ,2144247
Joelle ,2144405
Joelle ,2146495
Joelle ,2146690
Joelle ,2146858
Joelle ,2146985
Joelle ,2147080
Joelle ,2147526
Joelle ,2148270
Joelle ,2148362
Joelle ,2148575
Joelle ,2148707
Joelle ,2148889
Joelle ,2149406
Joelle ,2150050
Joelle ,2150079
Joelle ,2150390
Joelle ,2150610
Joelle ,2151291
Joelle ,2151400
Joelle ,2151551
Joelle ,2151926
Joelle ,2152461
Joelle ,2152798
Joelle ,2153294
Joelle ,2153455
Joelle ,2153636
Joelle ,2153935
Joelle ,2154449
Joelle ,2154574
Joelle ,2155259
Joelle ,2155748
Joelle ,2155798
Joelle ,2156343
Joelle ,2156471
Joelle ,2156683
Joelle ,2156976
Joelle ,2157086
Joelle ,2157128
Joelle ,2157162
Joelle ,2157322
Joelle ,2157502
Joelle ,2170082
Joelle ,2170132
Joelle ,2170216
Joelle ,2351312
Joelle ,2353923
Joelle ,2356395
Joelle ,2367833
Joelle ,2379304
Joelle ,2379603
Joelle ,2444347
Joelle ,2444759
Joelle ,2454554
Joelle ,2455284
Joelle ,2455691
Joelle ,2455916
Joelle ,2457568
Joelle ,2457915
Joelle ,2468391
Joelle ,2468795
Joelle ,2469971
Joelle ,2470005
Joelle ,2470516
Joelle ,2470802
Joelle ,2470956
Joelle ,2471011
Joelle ,2471068
Joelle ,2471358
Joelle ,2472161
Joelle ,2472923
Joelle ,2473364
Joelle ,2474293
Joelle ,2474989
Joelle ,2477152
Joelle ,2477657
Joelle ,2478087
Joelle ,2478521
Joelle ,2479833
Joelle ,2481035
Joelle ,2485930
Joelle ,2487915
Joelle ,2488036
Joelle ,2488472
Joelle ,2489538
Joelle ,2489649
Joelle ,2490023
Joelle ,2490833
Joelle ,2490950
Joelle ,2491305
Joelle ,2493443
Joelle ,2493619
Joelle ,2493902
Joelle ,2494194
Joelle ,2494305
Joelle ,2496439
Joelle ,2548753
Joelle ,2549593
Joelle ,2550339
Joelle ,2567518
Joelle ,2664685
Joelle ,2664762
Joelle ,2665038
Joelle ,2666620
Joelle ,2702139
Joelle ,2702842
Joelle ,2703418
Joelle ,2703617
Joelle ,2904802
Joelle ,2904947
Joelle ,2905080
Joelle ,2905818
Joelle ,2906063
Joelle ,2906281
Joelle ,3001579
Joelle ,3001894
Joelle ,3002340
Joelle ,3002494
Joelle ,3113613
Joelle ,3114052
Joelle ,3148753
Tex Watson ,268638
Tex Watson ,874781
Tex Watson ,883085
Tex Watson ,1308650
Tex Watson ,1499813
Tex Watson ,1645519
Tex Watson ,2942918
Tex Watson ,3013284
Tex Watson ,3038723
Tex Watson ,3194596
Tex Watson ,3199169
Tex Watson ,3202162
Tony Nwangi ,268622
Tony Nwangi ,746233
Tony Nwangi ,1318335
Tony Nwangi ,1838507
Tony Nwangi ,1843628
Tony Nwangi ,1846875
Tony Nwangi ,2900700
Mary Esther Thode ,217036
Mary Esther Thode ,800774
Mary Esther Thode ,875604
Mary Esther Thode ,970865
Mary Esther Thode ,973031
Mary Esther Thode ,1100827
Mary Esther Thode ,1112468
Mary Esther Thode ,1883410
Mary Esther Thode ,2762975
Mary Esther Thode ,2900652
Mary Esther Thode ,3014115
Mary Esther Thode ,3197882
Lyle ,312698
Lyle ,353684
Lyle ,556586
Lyle ,556917
Lyle ,557177
Lyle ,557843
Lyle ,558308
Lyle ,558824
Lyle ,559025
Lyle ,603823
Lyle ,699234
Lyle ,703673
Lyle ,703983
Lyle ,704007
Lyle ,705749
Lyle ,716903
Lyle ,716913
Lyle ,717083
Lyle ,717640
Lyle ,718099
Lyle ,718277
Lyle ,718297
Lyle ,718341
Lyle ,718668
Lyle ,743090
Lyle ,903715
Lyle ,903880
Lyle ,1084960
Lyle ,1085434
Lyle ,1095633
Lyle ,1096305
Lyle ,1096728
Lyle ,1096778
Lyle ,1116341
Lyle ,1116504
Lyle ,1117241
Lyle ,1117263
Lyle ,1117676
Lyle ,1118131
Lyle ,1118397
Lyle ,1118892
Lyle ,1119842
Lyle ,1120094
Lyle ,1120368
Lyle ,1120563
Lyle ,1121242
Lyle ,1122526
Lyle ,1123036
Lyle ,1123348
Lyle ,1123392
Lyle ,1123809
Lyle ,1123829
Lyle ,1127163
Lyle ,1127914
Lyle ,1128240
Lyle ,1129251
Lyle ,1129522
Lyle ,1129723
Lyle ,1129940
Lyle ,1130068
Lyle ,1136809
Lyle ,1138396
Lyle ,1139283
Lyle ,1139448
Lyle ,1139474
Lyle ,1139614
Lyle ,1139789
Lyle ,1139803
Lyle ,1140125
Lyle ,1141334
Lyle ,1150300
Lyle ,1246723
Lyle ,1246816
Lyle ,1247310
Lyle ,1248050
Lyle ,1248228
Lyle ,1249764
Lyle ,1250462
Lyle ,1262536
Lyle ,1307239
Lyle ,1320257
Lyle ,1638139
Lyle ,1642204
Lyle ,1643133
Lyle ,1643223
Lyle ,1645261
Lyle ,1645317
Lyle ,1645436
Lyle ,1654886
Lyle ,1712470
Lyle ,1995162
Lyle ,2016918
Lyle ,2033639
Lyle ,2186836
Lyle ,2186857
Lyle ,2187020
Lyle ,2187288
Lyle ,2187522
Lyle ,2255445
